# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Aug 29 06:43:29 2022
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_bmagerr1:    B (Johnson) Magnitude Upper Unc
# COLUMN sy_bmagerr2:    B (Johnson) Magnitude Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_jmagerr1:    J (2MASS) Magnitude Upper Unc
# COLUMN sy_jmagerr2:    J (2MASS) Magnitude Lower Unc
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_hmagerr1:    H (2MASS) Magnitude Upper Unc
# COLUMN sy_hmagerr2:    H (2MASS) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_umag:        u (Sloan) Magnitude
# COLUMN sy_umagerr1:    u (Sloan) Magnitude Upper Unc
# COLUMN sy_umagerr2:    u (Sloan) Magnitude Lower Unc
# COLUMN sy_gmag:        g (Sloan) Magnitude
# COLUMN sy_gmagerr1:    g (Sloan) Magnitude Upper Unc
# COLUMN sy_gmagerr2:    g (Sloan) Magnitude Lower Unc
# COLUMN sy_rmag:        r (Sloan) Magnitude
# COLUMN sy_rmagerr1:    r (Sloan) Magnitude Upper Unc
# COLUMN sy_rmagerr2:    r (Sloan) Magnitude Lower Unc
# COLUMN sy_imag:        i (Sloan) Magnitude
# COLUMN sy_imagerr1:    i (Sloan) Magnitude Upper Unc
# COLUMN sy_imagerr2:    i (Sloan) Magnitude Lower Unc
# COLUMN sy_zmag:        z (Sloan) Magnitude
# COLUMN sy_zmagerr1:    z (Sloan) Magnitude Upper Unc
# COLUMN sy_zmagerr2:    z (Sloan) Magnitude Lower Unc
# COLUMN sy_w1mag:       W1 (WISE) Magnitude
# COLUMN sy_w1magerr1:   W1 (WISE) Magnitude Upper Unc
# COLUMN sy_w1magerr2:   W1 (WISE) Magnitude Lower Unc
# COLUMN sy_w2mag:       W2 (WISE) Magnitude
# COLUMN sy_w2magerr1:   W2 (WISE) Magnitude Upper Unc
# COLUMN sy_w2magerr2:   W2 (WISE) Magnitude Lower Unc
# COLUMN sy_w3mag:       W3 (WISE) Magnitude
# COLUMN sy_w3magerr1:   W3 (WISE) Magnitude Upper Unc
# COLUMN sy_w3magerr2:   W3 (WISE) Magnitude Lower Unc
# COLUMN sy_w4mag:       W4 (WISE) Magnitude
# COLUMN sy_w4magerr1:   W4 (WISE) Magnitude Upper Unc
# COLUMN sy_w4magerr2:   W4 (WISE) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN sy_icmag:       I (Cousins) Magnitude
# COLUMN sy_icmagerr1:   I (Cousins) Magnitude Upper Unc
# COLUMN sy_icmagerr2:   I (Cousins) Magnitude Lower Unc
# COLUMN sy_tmag:        TESS Magnitude
# COLUMN sy_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN sy_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN sy_kepmag:      Kepler Magnitude
# COLUMN sy_kepmagerr1:  Kepler Magnitude Upper Unc
# COLUMN sy_kepmagerr2:  Kepler Magnitude Lower Unc
#
default_flag,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2
1,12.5760000,0.4430000,-0.4430000,12.1010000,0.0310000,-0.0310000,10.7700000,0.0230000,-0.0230000,10.4540000,0.0260000,-0.0260000,10.3440000,0.0210000,-0.0210000,14.7932000,0.0057755,-0.0057755,12.6287000,0.0010296,-0.0010296,12.0262000,0.0009511,-0.0009511,11.8122000,0.0010093,-0.0010093,12.9569000,0.0066982,-0.0066982,10.2990000,0.0230000,-0.0230000,10.3550000,0.0210000,-0.0210000,10.3800000,0.0910000,-0.0910000,8.4230000,,,11.9535000,0.0002200,-0.0002200,,,,11.4574000,0.0078000,-0.0078000,11.958,,
1,12.5760000,0.4430000,-0.4430000,12.1010000,0.0310000,-0.0310000,10.7700000,0.0230000,-0.0230000,10.4540000,0.0260000,-0.0260000,10.3440000,0.0210000,-0.0210000,14.7932000,0.0057755,-0.0057755,12.6287000,0.0010296,-0.0010296,12.0262000,0.0009511,-0.0009511,11.8122000,0.0010093,-0.0010093,12.9569000,0.0066982,-0.0066982,10.2990000,0.0230000,-0.0230000,10.3550000,0.0210000,-0.0210000,10.3800000,0.0910000,-0.0910000,8.4230000,,,11.9535000,0.0002200,-0.0002200,,,,11.4574000,0.0078000,-0.0078000,11.958,,
1,,,,16.7700000,0.2000000,-0.2000000,12.8310000,0.0230000,-0.0230000,12.2250000,0.0260000,-0.0260000,12.0200000,0.0270000,-0.0270000,,,,,,,,,,,,,,,,11.8770000,0.0230000,-0.0230000,11.7460000,0.0220000,-0.0220000,11.4120000,0.2020000,-0.2020000,8.8710000,,,15.4185000,0.0004730,-0.0004730,,,,14.2591000,0.0073441,-0.0073441,14.925,,
1,12.0670000,0.2740000,-0.2740000,11.2370000,0.0200000,-0.0200000,10.1990000,0.0420000,-0.0420000,9.9670000,0.0210000,-0.0210000,9.8930000,0.0180000,-0.0180000,15.2612000,0.0128625,-0.0128625,11.7275000,0.0005761,-0.0005761,11.3069000,0.0005740,-0.0005740,11.1782000,0.0004270,-0.0004270,11.3319000,0.0017679,-0.0017679,9.8130000,0.0230000,-0.0230000,9.8160000,0.0200000,-0.0200000,9.7540000,0.0560000,-0.0560000,8.6090000,,,11.2549000,0.0014300,-0.0014300,,,,10.8243000,0.0063000,-0.0063000,11.257,,
1,13.3270000,0.0680000,-0.0680000,12.3530000,0.0800000,-0.0800000,10.7650000,0.0230000,-0.0230000,10.2350000,0.0220000,-0.0220000,10.1480000,0.0200000,-0.0200000,15.8687000,0.0093011,-0.0093011,13.2377000,0.0012834,-0.0012834,12.2009000,0.0007049,-0.0007049,11.9699000,0.0015929,-0.0015929,12.4164000,0.0036328,-0.0036328,10.1210000,0.0230000,-0.0230000,10.1750000,0.0200000,-0.0200000,10.1510000,0.0750000,-0.0750000,8.3180000,,,12.1722000,0.0002190,-0.0002190,,,,11.5940000,0.0074000,-0.0074000,12.171,,
1,12.3330000,0.2840000,-0.2840000,11.4290000,0.0220000,-0.0220000,10.2160000,0.0260000,-0.0260000,9.8000000,0.0230000,-0.0230000,9.7140000,0.0230000,-0.0230000,,,,,,,,,,,,,,,,9.6910000,0.0230000,-0.0230000,9.7280000,0.0220000,-0.0220000,9.7160000,0.0560000,-0.0560000,8.6110000,,,11.4019000,0.0004950,-0.0004950,,,,10.8872000,0.0061000,-0.0061000,11.364,,
1,12.3330000,0.2840000,-0.2840000,11.4290000,0.0220000,-0.0220000,10.2160000,0.0260000,-0.0260000,9.8000000,0.0230000,-0.0230000,9.7140000,0.0230000,-0.0230000,,,,,,,,,,,,,,,,9.6910000,0.0230000,-0.0230000,9.7280000,0.0220000,-0.0220000,9.7160000,0.0560000,-0.0560000,8.6110000,,,11.4019000,0.0004950,-0.0004950,,,,10.8872000,0.0061000,-0.0061000,11.364,,
1,12.3330000,0.2840000,-0.2840000,11.4290000,0.0220000,-0.0220000,10.2160000,0.0260000,-0.0260000,9.8000000,0.0230000,-0.0230000,9.7140000,0.0230000,-0.0230000,,,,,,,,,,,,,,,,9.6910000,0.0230000,-0.0230000,9.7280000,0.0220000,-0.0220000,9.7160000,0.0560000,-0.0560000,8.6110000,,,11.4019000,0.0004950,-0.0004950,,,,10.8872000,0.0061000,-0.0061000,11.364,,
1,18.1310000,0.1620000,-0.1620000,,,,10.7810000,0.0260000,-0.0260000,9.9450000,0.0270000,-0.0270000,9.3240000,0.0240000,-0.0240000,19.5013000,0.0244909,-0.0244909,18.7296000,0.0078505,-0.0078505,16.8600000,0.0049327,-0.0049327,14.7427000,0.0043518,-0.0043518,13.0581000,0.0035518,-0.0035518,8.5950000,0.0220000,-0.0220000,7.8170000,0.0200000,-0.0200000,6.0710000,0.0160000,-0.0160000,4.5960000,0.0310000,-0.0310000,15.2412000,0.0024420,-0.0024420,,,,13.7781000,0.0066000,-0.0066000,,,
1,14.6440000,0.0350000,-0.0350000,13.0780000,0.0520000,-0.0520000,8.8370000,0.0210000,-0.0210000,8.2580000,0.0260000,-0.0260000,7.9860000,0.0200000,-0.0200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7617000,0.0004000,-0.0004000,,,,10.4626000,0.0073286,-0.0073286,,,
1,14.6440000,0.0350000,-0.0350000,13.0780000,0.0520000,-0.0520000,8.8370000,0.0210000,-0.0210000,8.2580000,0.0260000,-0.0260000,7.9860000,0.0200000,-0.0200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7617000,0.0004000,-0.0004000,,,,10.4626000,0.0073286,-0.0073286,,,
1,15.4770000,0.0790000,-0.0790000,13.8210000,0.0440000,-0.0440000,10.0580000,0.0220000,-0.0220000,9.4330000,0.0230000,-0.0230000,9.1900000,0.0180000,-0.0180000,17.2800000,0.0126585,-0.0126585,16.0466000,0.0070923,-0.0070923,13.3720000,0.0014019,-0.0014019,12.1350000,0.0012724,-0.0012724,13.8174000,0.0150014,-0.0150014,,,,,,,,,,,,,12.7331000,0.0004400,-0.0004400,,,,11.5219000,0.0073949,-0.0073949,12.771,,
1,,,,12.7000000,0.2000000,-0.2000000,7.5230000,0.0200000,-0.0200000,7.0150000,0.0440000,-0.0440000,6.6100000,0.0210000,-0.0210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9889000,0.0009450,-0.0009450,,,,9.4706800,0.0075428,-0.0075428,,,
1,,,,12.7000000,0.2000000,-0.2000000,7.5230000,0.0200000,-0.0200000,7.0150000,0.0440000,-0.0440000,6.6100000,0.0210000,-0.0210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9889000,0.0009450,-0.0009450,,,,9.4706800,0.0075428,-0.0075428,,,
1,,,,12.7000000,0.2000000,-0.2000000,7.5230000,0.0200000,-0.0200000,7.0150000,0.0440000,-0.0440000,6.6100000,0.0210000,-0.0210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9889000,0.0009450,-0.0009450,,,,9.4706800,0.0075428,-0.0075428,,,
1,,,,13.6800000,0.2000000,-0.2000000,9.2450000,0.0260000,-0.0260000,8.6660000,0.0310000,-0.0310000,8.3220000,0.0270000,-0.0270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1380000,0.0003870,-0.0003870,,,,10.8372000,0.0073203,-0.0073203,,,
1,,,,13.6800000,0.2000000,-0.2000000,9.2450000,0.0260000,-0.0260000,8.6660000,0.0310000,-0.0310000,8.3220000,0.0270000,-0.0270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1380000,0.0003870,-0.0003870,,,,10.8372000,0.0073203,-0.0073203,,,
1,13.3430000,0.1070000,-0.1070000,11.9390000,0.0480000,-0.0480000,7.6080000,0.0180000,-0.0180000,7.0690000,0.0230000,-0.0230000,6.8220000,0.0160000,-0.0160000,15.8989000,0.0075382,-0.0075382,13.0181000,0.0012658,-0.0012658,11.3972000,0.0005751,-0.0005751,9.9557600,0.0004924,-0.0004924,10.3189000,0.0018118,-0.0018118,,,,,,,,,,,,,10.5769000,0.0005930,-0.0005930,,,,9.2957300,0.0074084,-0.0074084,,,
1,13.3430000,0.1070000,-0.1070000,11.9390000,0.0480000,-0.0480000,7.6080000,0.0180000,-0.0180000,7.0690000,0.0230000,-0.0230000,6.8220000,0.0160000,-0.0160000,15.8989000,0.0075382,-0.0075382,13.0181000,0.0012658,-0.0012658,11.3972000,0.0005751,-0.0005751,9.9557600,0.0004924,-0.0004924,10.3189000,0.0018118,-0.0018118,,,,,,,,,,,,,10.5769000,0.0005930,-0.0005930,,,,9.2957300,0.0074084,-0.0074084,,,
1,,,,15.1000000,0.2000000,-0.2000000,9.7500000,0.0240000,-0.0240000,9.0940000,0.0240000,-0.0240000,8.7820000,0.0200000,-0.0200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0089000,0.0010610,-0.0010610,,,,11.5810000,0.0074579,-0.0074579,,,
1,,,,12.6800000,0.2000000,-0.2000000,8.6970000,0.0190000,-0.0190000,8.1610000,0.0340000,-0.0340000,7.9150000,0.0230000,-0.0230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2364000,0.0008060,-0.0008060,,,,10.1165000,0.0073413,-0.0073413,,,
1,,,,14.0100000,0.2000000,-0.2000000,8.9550000,0.0290000,-0.0290000,8.4220000,0.0460000,-0.0460000,8.1150000,0.0180000,-0.0180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0807000,0.0005580,-0.0005580,,,,10.8472000,0.0060000,-0.0060000,12.250,,
1,9.2140000,0.0230000,-0.0230000,8.0800000,0.0300000,-0.0300000,6.0810000,0.0200000,-0.0200000,5.5240000,0.0310000,-0.0310000,5.3750000,0.0240000,-0.0240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6790600,0.0002600,-0.0002600,,,,6.9934000,0.0060000,-0.0060000,,,
1,9.6160000,0.0240000,-0.0240000,8.0900000,0.1000000,-0.1000000,5.2520000,0.2640000,-0.2640000,4.4760000,0.2000000,-0.2000000,4.0180000,0.0200000,-0.0200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2162000,0.0005070,-0.0005070,,,,6.2290000,0.0320000,-0.0320000,,,
1,9.6160000,0.0240000,-0.0240000,8.0900000,0.1000000,-0.1000000,5.2520000,0.2640000,-0.2640000,4.4760000,0.2000000,-0.2000000,4.0180000,0.0200000,-0.0200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2162000,0.0005070,-0.0005070,,,,6.2290000,0.0320000,-0.0320000,,,
1,10.9380000,0.0620000,-0.0620000,9.7000000,0.0300000,-0.0300000,7.4390000,0.0210000,-0.0210000,6.8540000,0.0510000,-0.0510000,6.7020000,0.0170000,-0.0170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2015400,0.0003140,-0.0003140,,,,8.4665000,0.0060000,-0.0060000,,,
1,,,,11.7900000,0.1000000,-0.1000000,7.9480000,0.0260000,-0.0260000,7.4280000,0.0400000,-0.0400000,7.1350000,0.0210000,-0.0210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6771000,0.0007920,-0.0007920,,,,9.4706100,0.0073415,-0.0073415,,,
1,,,,11.7900000,0.1000000,-0.1000000,7.9480000,0.0260000,-0.0260000,7.4280000,0.0400000,-0.0400000,7.1350000,0.0210000,-0.0210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6771000,0.0007920,-0.0007920,,,,9.4706100,0.0073415,-0.0073415,,,
1,,,,11.7900000,0.1000000,-0.1000000,7.9480000,0.0260000,-0.0260000,7.4280000,0.0400000,-0.0400000,7.1350000,0.0210000,-0.0210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6771000,0.0007920,-0.0007920,,,,9.4706100,0.0073415,-0.0073415,,,
1,13.5520000,0.0570000,-0.0570000,11.9630000,0.0410000,-0.0410000,7.8140000,0.0240000,-0.0240000,7.2090000,0.0460000,-0.0460000,6.9420000,0.0180000,-0.0180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7055000,0.0006200,-0.0006200,,,,9.4463600,0.0073054,-0.0073054,,,
1,12.4360000,0.0360000,-0.0360000,10.9140000,0.0260000,-0.0260000,7.4130000,0.0200000,-0.0200000,6.8600000,0.0380000,-0.0380000,6.5980000,0.0210000,-0.0210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9339500,0.0003960,-0.0003960,,,,8.8249000,0.0072959,-0.0072959,,,
1,12.4360000,0.0360000,-0.0360000,10.9140000,0.0260000,-0.0260000,7.4130000,0.0200000,-0.0200000,6.8600000,0.0380000,-0.0380000,6.5980000,0.0210000,-0.0210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9339500,0.0003960,-0.0003960,,,,8.8249000,0.0072959,-0.0072959,,,
1,12.4360000,0.0360000,-0.0360000,10.9140000,0.0260000,-0.0260000,7.4130000,0.0200000,-0.0200000,6.8600000,0.0380000,-0.0380000,6.5980000,0.0210000,-0.0210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9339500,0.0003960,-0.0003960,,,,8.8249000,0.0072959,-0.0072959,,,
1,11.7020000,0.0440000,-0.0440000,10.3700000,0.0300000,-0.0300000,7.7040000,0.0290000,-0.0290000,7.0650000,0.0400000,-0.0400000,6.8900000,0.0170000,-0.0170000,,,,,,,,,,,,,,,,6.8070000,0.0700000,-0.0700000,6.8550000,0.0200000,-0.0200000,6.8130000,0.0150000,-0.0150000,6.7480000,0.0740000,-0.0740000,9.7228100,0.0005290,-0.0005290,,,,8.8868000,0.0060000,-0.0060000,,,
1,9.5910000,0.0190000,-0.0190000,8.1500000,0.1000000,-0.1000000,5.1040000,0.0370000,-0.0370000,4.3930000,0.2540000,-0.2540000,4.1660000,0.2320000,-0.2320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3072400,0.0006170,-0.0006170,,,,6.4080000,0.1060000,-0.1060000,,,
1,9.5910000,0.0190000,-0.0190000,8.1500000,0.1000000,-0.1000000,5.1040000,0.0370000,-0.0370000,4.3930000,0.2540000,-0.2540000,4.1660000,0.2320000,-0.2320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3072400,0.0006170,-0.0006170,,,,6.4080000,0.1060000,-0.1060000,,,
1,11.7400000,0.1130000,-0.1130000,9.8900000,0.1000000,-0.1000000,6.1040000,0.0240000,-0.0240000,5.5260000,0.0160000,-0.0160000,5.2750000,0.0230000,-0.0230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8551800,0.0011340,-0.0011340,,,,7.6481900,0.0078748,-0.0078748,,,
1,12.9040000,0.0420000,-0.0420000,11.4500000,0.0210000,-0.0210000,8.2250000,0.0270000,-0.0270000,7.6090000,0.0380000,-0.0380000,7.3940000,0.0290000,-0.0290000,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5790000,0.0003280,-0.0003280,,,,9.5422800,0.0072672,-0.0072672,,,
1,11.3130000,0.0630000,-0.0630000,9.8400000,0.1000000,-0.1000000,5.7140000,0.0320000,-0.0320000,5.2190000,0.0630000,-0.0630000,4.8570000,0.0230000,-0.0230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3080000,0.0330000,-0.0330000,,,
1,11.3130000,0.0630000,-0.0630000,9.8400000,0.1000000,-0.1000000,5.7140000,0.0320000,-0.0320000,5.2190000,0.0630000,-0.0630000,4.8570000,0.0230000,-0.0230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3080000,0.0330000,-0.0330000,,,
1,7.3520000,0.0210000,-0.0210000,6.5900000,0.0300000,-0.0300000,5.3660000,0.0210000,-0.0210000,4.9900000,0.0380000,-0.0380000,4.8590000,0.0230000,-0.0230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3972900,0.0008267,-0.0008267,,,,5.9121000,0.0061000,-0.0061000,,,
1,12.5550000,0.0300000,-0.0300000,11.0410000,0.0560000,-0.0560000,7.8050000,0.0230000,-0.0230000,7.2420000,0.0260000,-0.0260000,6.9660000,0.0230000,-0.0230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2011000,0.0006790,-0.0006790,,,,9.1469600,0.0073506,-0.0073506,,,
1,,,,10.8275000,0.0459000,-0.0459000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1924000,0.0006290,-0.0006290,,,,11.0750000,0.0474324,-0.0474324,,,
1,,,,10.8275000,0.0459000,-0.0459000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1924000,0.0006290,-0.0006290,,,,11.0750000,0.0474324,-0.0474324,,,
1,,,,10.8275000,0.0459000,-0.0459000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1924000,0.0006290,-0.0006290,,,,11.0750000,0.0474324,-0.0474324,,,
1,,,,12.4000000,0.2000000,-0.2000000,7.9340000,0.0270000,-0.0270000,7.3210000,0.0710000,-0.0710000,7.0280000,0.0200000,-0.0200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7539000,0.0008180,-0.0008180,,,,9.5113800,0.0073881,-0.0073881,,,
1,,,,12.4000000,0.2000000,-0.2000000,7.9340000,0.0270000,-0.0270000,7.3210000,0.0710000,-0.0710000,7.0280000,0.0200000,-0.0200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7539000,0.0008180,-0.0008180,,,,9.5113800,0.0073881,-0.0073881,,,
1,11.3050000,0.0830000,-0.0830000,9.9900000,0.1000000,-0.1000000,7.1910000,0.0270000,-0.0270000,6.5230000,0.0180000,-0.0180000,6.3520000,0.0260000,-0.0260000,15.5483000,0.0100531,-0.0100531,10.8176000,0.0003195,-0.0003195,13.1128000,0.0093174,-0.0093174,12.5567000,0.0094691,-0.0094691,9.3510300,0.0010204,-0.0010204,,,,,,,,,,,,,9.2861000,0.0003820,-0.0003820,,,,8.3583900,0.0072493,-0.0072493,,,
1,13.4360000,0.0330000,-0.0330000,11.9450000,0.0370000,-0.0370000,8.3620010,0.0240000,-0.0240000,7.7490000,0.0380000,-0.0380000,7.4860000,0.0330000,-0.0330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9788000,0.0008780,-0.0008780,,,,9.8206300,0.0073072,-0.0073072,,,
1,13.4360000,0.0330000,-0.0330000,11.9450000,0.0370000,-0.0370000,8.3620010,0.0240000,-0.0240000,7.7490000,0.0380000,-0.0380000,7.4860000,0.0330000,-0.0330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9788000,0.0008780,-0.0008780,,,,9.8206300,0.0073072,-0.0073072,,,
1,13.4360000,0.0330000,-0.0330000,11.9450000,0.0370000,-0.0370000,8.3620010,0.0240000,-0.0240000,7.7490000,0.0380000,-0.0380000,7.4860000,0.0330000,-0.0330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9788000,0.0008780,-0.0008780,,,,9.8206300,0.0073072,-0.0073072,,,
1,13.4360000,0.0330000,-0.0330000,11.9450000,0.0370000,-0.0370000,8.3620010,0.0240000,-0.0240000,7.7490000,0.0380000,-0.0380000,7.4860000,0.0330000,-0.0330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9788000,0.0008780,-0.0008780,,,,9.8206300,0.0073072,-0.0073072,,,
1,,,,12.5700000,0.2000000,-0.2000000,7.6170000,0.0320000,-0.0320000,7.0650000,0.0460000,-0.0460000,6.7360000,0.0240000,-0.0240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6467000,0.0006470,-0.0006470,,,,9.4284000,0.0060000,-0.0060000,,,
1,,,,12.5700000,0.2000000,-0.2000000,7.6170000,0.0320000,-0.0320000,7.0650000,0.0460000,-0.0460000,6.7360000,0.0240000,-0.0240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6467000,0.0006470,-0.0006470,,,,9.4284000,0.0060000,-0.0060000,,,
1,13.5440000,0.0240000,-0.0240000,12.0620000,0.0220000,-0.0220000,8.5920000,0.0200000,-0.0200000,7.9900000,0.0490000,-0.0490000,7.7330000,0.0230000,-0.0230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1029000,0.0012080,-0.0012080,,,,9.9937300,0.0073254,-0.0073254,,,
1,9.1170000,0.0220000,-0.0220000,7.7000000,0.1000000,-0.1000000,4.7790000,0.1740000,-0.1740000,4.0430000,0.2060000,-0.2060000,4.1360000,0.0200000,-0.0200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0477500,0.0004400,-0.0004400,,,,6.0460000,0.0320000,-0.0320000,,,
1,13.7850000,0.0440000,-0.0440000,12.3320000,0.0160000,-0.0160000,8.7940000,0.0260000,-0.0260000,8.2060000,0.0230000,-0.0230000,7.9890000,0.0230000,-0.0230000,15.9337000,0.0067464,-0.0067464,15.4392000,0.0101128,-0.0101128,11.8694000,0.0008937,-0.0008937,10.7632000,0.0004918,-0.0004918,10.5750000,0.0017872,-0.0017872,7.8070000,0.0270000,-0.0270000,7.7830000,0.0200000,-0.0200000,7.6830000,0.0200000,-0.0200000,7.7860000,0.2150000,-0.2150000,11.3537000,0.0012550,-0.0012550,,,,10.2479000,0.0073281,-0.0073281,,,
1,15.2410000,0.0530000,-0.0530000,13.7400000,0.0270000,-0.0270000,9.6270000,0.0230000,-0.0230000,9.0630000,0.0220000,-0.0220000,8.8290010,0.0240000,-0.0240000,16.8950000,0.0083254,-0.0083254,15.4319000,0.0057415,-0.0057415,13.2912000,0.0021630,-0.0021630,11.9009000,0.0007628,-0.0007628,11.4704000,0.0040229,-0.0040229,,,,,,,,,,,,,12.4650000,0.0003430,-0.0003430,,,,11.1972000,0.0073095,-0.0073095,,,
1,15.2410000,0.0530000,-0.0530000,13.7400000,0.0270000,-0.0270000,9.6270000,0.0230000,-0.0230000,9.0630000,0.0220000,-0.0220000,8.8290010,0.0240000,-0.0240000,16.8950000,0.0083254,-0.0083254,15.4319000,0.0057415,-0.0057415,13.2912000,0.0021630,-0.0021630,11.9009000,0.0007628,-0.0007628,11.4704000,0.0040229,-0.0040229,,,,,,,,,,,,,12.4650000,0.0003430,-0.0003430,,,,11.1972000,0.0073095,-0.0073095,,,
1,,,,15.1800000,0.2000000,-0.2000000,9.6150000,0.0230000,-0.0230000,8.9960000,0.0280000,-0.0280000,8.6680000,0.0210000,-0.0210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1117000,0.0009610,-0.0009610,,,,11.5760000,0.0075394,-0.0075394,,,
1,,,,15.1800000,0.2000000,-0.2000000,9.6150000,0.0230000,-0.0230000,8.9960000,0.0280000,-0.0280000,8.6680000,0.0210000,-0.0210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1117000,0.0009610,-0.0009610,,,,11.5760000,0.0075394,-0.0075394,,,
1,12.3550000,0.1530000,-0.1530000,10.9100000,0.1000000,-0.1000000,7.3370000,0.0340000,-0.0340000,6.7400000,0.0330000,-0.0330000,6.4750000,0.0170000,-0.0170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8803600,0.0014400,-0.0014400,,,,8.7409400,0.0074085,-0.0074085,,,
